Owner name,Agency name,Email,Address,Telephone,Telephone 2,Thumbnail image URL
"Mohammad Mahbub Hasan, Proprietor",Air Home Tours & Travels,airhome.md@gmail.com,"House # 54/A (1st Floor), Road # 132, Gulshan -1,Dhaka",['01914849484'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_112/OwnerPhoto_Air Home Tours & Travels.jpg
"Mr. Md. Mozammel Hoque, Proprietor",Air Homes International,oshesh61@gmail.com,"H-87, Jahan Bhaban (8th Floor) New Airport Road,",01715 020194, 01713 033220,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_113/OwnerPhoto_Air Homes International.png
"Mr. Atiqur Rahman, Partner",Air Infinity Travel & Tourism,airinfinitytravel@yahoo.com,"53, Purana Paltan, Suite # 502 (5th Floor)",01678032321, 01811213847,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_114/OwnerPhoto_Air Infinity Travel & Tourism.png
"Mr. ATM Salahuddin,  Proprietor",Air King International,atmsalahuddin@yahoo.com,"S.A. Bhaban (2nd Floor), 115/23, Motijheel Circular Road",['01718180115'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_115/OwnerPhoto_Air King International.jpg
"Mr. ASM Saiful Islam, Proprietor",Air King Travel & Tours,air_king2002@yahoo.com,"S.A. Bhaban (2nd Floor) 115/23, Motijheel Circular Road",['01911 357423'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_116/OwnerPhoto_Air King Travel & Tours.jpg
"Mr. Sayed Mutawakkil Billah Rabbani, Proprietor",Air Life International,airlifeinternational@yahoo.com,"78/2, Patuatuli (Masjid Market, 1st Floor)",01711945255, 01552337800,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_117/OwnerPhoto_Air Life International.png
"Mr.Badruzzaman Babu, Proprietor",Air Link Travels & Tour,airlinktours12@gmail.com,"30, Chamelibagh (3rd Floor)",['01711885975'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_118/OwnerPhoto_Air Link Travels & Tour.png
"Md. Shirajul Islam, Proprietor",Shomokal Air Service,shomakal1387@gmail.com,"50, Naya Paltan (5th floor), DIT Extension Road, Dhaka-1000.",['01912400010'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. M. A. Momen, Proprietor",Air Matco International,airmatcointernational@gmail.com,"Al-Bashir Plaza (1st Floor) 205/5, Fakirapoo",['01715 030167'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_120/OwnerPhoto_air matco120.jpg
"Mr.Md.Anwar Hossain Bhuiyan, Managing Partner",Air Mishel,anwartasnim@gmail.com,"Akram Tower (7 th Floor, Suit - 03) 199, Shahid Syed Najrul Islam Sarani,",['01711534809'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_121/OwnerPhoto_Air Mishel.png
"Mr. Aminur Rahman Khan, Managing Partner",Air Mission International,demo-998d5738-0d13-4dc2-aec2-4ed4d7779a6a@gmail.com,"56, Purana Paltan,",['01720229696'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_122/OwnerPhoto_Air Mission International.png
"Mr. Md. Delwar Hossain Shabu, Proprietor",Air Net International,shabubd@gmail.com,"Rahmania International Complex (7th Floor) 28/1/C, Toyenbee Circular Road Room # 17,",01715 665563, 01716 664568,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_123/OwnerPhoto_Air Net International.png
"Mr. Sk. Sayed Ahmed, Proprietor",Air Palace,airpalace100@yahoo.com,"Hotel Rajmoni Ishakha (Ground Floor Room # 9), 89/3,",['01711 246011'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_124/OwnerPhoto_Air Palace.png
"Mr. Shariful Islam, Proprietor",Air Pamraj,airpamraj@yahoo.com,"56/3, Morol Mansion (4th Floor) Kuril Chowrasta",['01625197535'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_125/OwnerPhoto_Air Pamraj.jpg
"Mr. Mohammad Mahbubur Rahman, Chairman",Air Peace Travels Ltd.,airpeace@gtlbd.net,"Tropicana Tower (3rd Floor, Room # 8) 45, Topkhana Road, Dhaka-1000",['01711196964'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_126/OwnerPhoto_Air Peace Travels Ltd..jpg
"Mr. Md. Nor Baksh, Proprietor",Air Philistin International,airphilistin@gmail.com,"Adamjee Court (Annex),115/116 Motijheel C/A, Dhaka-1000.",['01777555666'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_127/OwnerPhoto_Air Philistin International.jpg
"Md. Farhad Hossain , Managing Partner",Air Point Travels & Tours,farhadhossain09@yahoo.com,"¾-B, Green Heaven (3rd Floor), Purana Paltan, Dhaka – 1000",['01911346715'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_128/OwnerPhoto_2263.jpg
"Late Md. Anayet Hossain Mina, Proprietor",Air Royal Aviation,airroyalaviation@gmail.com,"Tropicana Tower (3rd floor), 45 Topkhana road,",['01711050674'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_129/OwnerPhoto_Air Royal Aviation.png
"Mr. Ashek Elahi, Director",Air Solutions (Pvt) Ltd.,demo-5bb6d592-71d4-4659-a589-a644210eadc3@gmail.com,"Bay’s Tower, 4th Floor, South Block 50,",['01911520635'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_130/OwnerPhoto_Air Solutions (Pvt) Ltd..png
"Mr. Abdus Salam Aref, Managing Director",Air Speed (Pvt.) Limited,airspeedbd@gmail.com,"Suite no # 7A, 7th floor, Orchard Faruque Tower, 72",['01819 214983'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_131/OwnerPhoto_SG Photo 432.jpg
"Mr. Al Mamun Prodhan, Managing Partner",Air Station International,airstationmp@gmail.com,"121, Motijheel C/A (3rd Floor), Jibon Bima Bhaban, Dhaka-1000.",01720 020440, 01766 155058,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_132/OwnerPhoto_Air Station International.jpg
"Mr. ANM Zakir Hossain, Proprietor",Air Times International,airtimes@bdonline.com,"15/12, Sher Shah Suri Road (1st Floor) Town Hall,",['01714 446867'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_133/OwnerPhoto_Air Times International.png
"Maulana Eyaqub Sharafati, Managing Director",Air Touch Limited,airtouch.sharafati@gmail.com,"24, Naya Paltan, 1st Floor, Dhaka-1000.","['01713064642', ' 01815886693', ' 01816075754']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_134/OwnerPhoto_Air Touch Limited.png
"Ln. Md. Solaiman, Proprietor",Air Tour International,airt.intl@yahoo.com,"126, Motijheel C/A",01713 013402, 01720 471174,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_135/OwnerPhoto_Air Tour International.jpg
"Mr.Mohammed Abdullah, Proprietor",Air Trade,airtrade11@gmail.com,"West Tower, Level 10, Room no.-W 11/8, Palton China Town, 67/1, 68, 70 Naya Palton (VIP Road), Dhaka-1000.",['01819202221'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_136/OwnerPhoto_Air Trade.jpg
"Khaja Md. Shohaib, Managing Director",Air Trade Limited,asadm74@yahoo.com,"14/2, Topkhana Road,",01715 536297, 01711 346750,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_137/OwnerPhoto_Air Trade Limited.jpg
"Mr. Md. Abul Khair, Managing Director",Air Trip International Ltd.,airtrip@timesgroupbd.com,"City Heart, Suit # 5/3 (4th Floor) 67, NayaPaltan,",01713032232, 01199855341,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_138/OwnerPhoto_Air Trip 235.jpg
"Mr. Md. Abu Taher, Director",Air Trip International Ltd.,airtrip@yahoo.com,"3/17, Municipal Super Market",['01711821344'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_139/OwnerPhoto_Air Trip International Ltd..png
"ABUL HOSSAIN MD IDRIS, Proprietor",Air Wave International Travels,kts9569@yahoo.com,"27/11/3-A, Topkhana Road (1st Floor)",['01819006913'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_140/OwnerPhoto_Air Wave International Travels.png
"Mr.Mohammad Sohel, Proprietor",Air way International,sohel_5@yahoo.com,"Ta-131, wakil Tower (Lavel-10) Gulshan Link Road,",['01716 537772'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_141/OwnerPhoto_Air way International.png
"Mr. Al Fattah Muneim, Proprietor",Air Wings Travel & Tours,airwingsbd@yahoo.com,"A.B. Super Market, Suite # 402 (3rd Floor), Plot # 41, Sector # 3,",['01819232260'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_142/OwnerPhoto_Air Wings Travel & Tours.jpg
"Mrs. Aynun Nahar, Proprietor",Air World Communications,info@airworldcom.com,"Plot # 9/5, Block-B, Avenue-5, Sector-6",['01755534399'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_143/OwnerPhoto_Air World Communications.png
"Mr. Mohd. Aynul Haque, Proprietor",Air World International,airworld.hajj@gmail.com,"168, Shohid Syed Nazrul Islam Sarani (Old), 3/1-J,",01825821412, 01703066856,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_144/OwnerPhoto_Air World International.png
"Mohammed Tazul Islam, Managing Director",Airland International Limited,acjubu@hotmail.com,"53/3, DIT Extension Road (4th Floor)",['01819 214588'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_145/OwnerPhoto_Airland International Limited.png
"Mr. Mahbubul Anam, Managing Director",Airlines Services Limited,ops@virgindac.com,"Safura Tower (4th Floor) 20, Kemal Ataturk Avenue,",['01199 850713'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_146/OwnerPhoto_Airlines Services Limited.jpg
"Mr. Md. Kazi Shariful Islam, partner",Airpath Aviation,airpathaviation@gmail.com,"Road 17, House-49, (3rd Level), Banani, Dhaha 1213",['01713 206556'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_147/OwnerPhoto_Air Path999.jpg
"Mr. Kazi Wahidul Alam, Managing Director",Airspan Limited,info@airspanltd.com,"City Heart (10th Floor) 67,",['01911430428'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_148/OwnerPhoto_Airspan Limited.jpg
"Mr. Sheikh Hafizur Rahman, Chairman",Airstar Travels & Tours Ltd.,airstar@bangla.net,"House-05, Road-05, Kallyanpuraka",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mostafizur Rahman (Mustafa), Proprietor",Airway Travels & Tours,airwaytravels.tours@yahoo.com,"30, DIT Extension Road Rahmat Bhaban (2nd Floor)","['01716212901', ' 01911029990', ' 01927357028']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Alhaj Md. Anisur Rahman (Anis), Proprietor",Ajmal Trade International,ajmaltrade316@gmail.com,"2/2 (3 rd Floor), Purana Paltan,","['01766447756', ' 01918212076', ' 01747558012', ' 01777670177']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_151/OwnerPhoto_Ajmal trade owner photo20231003_17445156.jpg
"Mr. Moallim Ajmol Ali, Proprietor",Ajmal Travels & Tours,moallim_ajmal@yahoo.com,"3/4A,PURANA PALTAN,SABBIR TOWER,ROOM NO-1007(LIFT-8)Dhaka",01711838766, 01715777776,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_152/OwnerPhoto_Ajmal Travels & Tours.jpg
"Mr. Mohammad Hossain, Proprietor",Ajmer Aviation Services,ajmeraviation@gmail.com,"81/3, Fakirapool,(2nd Floor)",01819387082, 01979387082,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_153/OwnerPhoto_CamScanner 03-05-2023 12.42.jpg
"Mr. Md Saiful Islam, Proprietor",A K Azad Travel & Tours,akazadtravels@gmail.com,"Room # E1/B, (4th Floor), Islam Tower, 65, Nayapaltan,",01686358670, 01812475630,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_154/OwnerPhoto_Rate of473.jpg
"Mr. Md. Moslah Uddin (Alamgir), Proprietor",Akaba International,akabainternational@gmail.com,"Noakhali Tower (5th Floor), 55/B, Purana Paltan, Dhaka-1000.",01714088331, 01678043355,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_155/OwnerPhoto_Akaba International.jpg
"Mohammed Lutful Hussain Khan, Partner",Akaba Trading Corporation,akabadr@yahoo.com,131 DIT Extension Road (2nd Floor),01911355674, 01715053142,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_156/OwnerPhoto_Akaba Tradeing.jpg
"Mr. Mansur Ahmed Kalam, Managing Director",Akash Bhraman Ltd.,akashbhraman@gmail.com,117/2-3 DIT Extension Road (1st floor),['+8801711591296'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Md. Monirul Hoque (Liton), Proprietor",Akash Travels & Tours,alif.overseas@yahoo.com,"Hotel- Al- Aksha (Ground Floor), 15-17,",['01733 941655'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_158/OwnerPhoto_Akash Travels & Tours.png
"Mr. Md. Jahangir Alom, Proprietor",Akbar Hajj Group Bangladesh,demo-1c736d8d-642b-46d3-91cd-f25ed188dd94@gmail.com,"166-167, Al-Razi Complex (3rd Floor), Suite # 304, Purana Paltan,",01913176033, 01713033337,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_159/OwnerPhoto_akbar hajj banglabesh251.jpg
"Mr. Md. Rashed, Proprietor",Akbar Overseas,akbar_overseas@yahoo.com,"Stadium Super Market (1st Floor) Airport Road,",01712100966, 01919100966,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_160/OwnerPhoto_Akbar Overseas.jpg
"Ms. Rebeka Akbar, Proprietor",Akbar Travels,demo-36efa2bc-315b-4dcd-b933-ffa23a5a1a01@gmail.com,Stadium Super Market (1 st Floor),['01819869592'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_162/OwnerPhoto_Akbar Travels.png
"Mr. Nirmal Krishna Sarker, Proprietor",Orbit Tours & Travels,orbit.sarker@gmail.com,"14/2, Topkhana Road",01711 537058, 01712 090853,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_163/OwnerPhoto_Orbit Tours & Travels.jpg
"Mr. Mostafa Amir Faisal,  Managing Director",CPHD TOURS & TRAVELS LTD.,demo-a2f84239-7390-4b50-9fb6-848a1f20df45@gmail.com,"27, Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka",['01741257503'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_164/OwnerPhoto_CPHD Tours & Travels Limited.jpg
",",Pritom Travels,pritomtravels@gmail.com,"48, Naya Paltan (Ground Floor),",['01819211957'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_165/OwnerPhoto_owner.jpg
"Mr. Syed Habib Ali , Proprietor",Sundarban Tourism Plus,sundarbanplus@gmail.com,"Zaman Plaza, 50, Mymensingh Road (8 Link Road), Banglamotor, Shahbagh, Dhaka.",01711521688, 01711 685533,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_166/OwnerPhoto_Sundarban Tourism Plus.jpg
"Mr. Sirajul Haque Akon,  Proprietor",Gungchil Trade International (Travel Agent),gungchiltravels@gmail.com,"39, Nayapaltan (2nd Floor), Dhaka – 1000",['01715019588'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_167/OwnerPhoto_Gungchil Trade International.jpg
"Mr. Mohammed Shah Nawaz, Proprietor",Prime Travel Services,pts1996@gmail.com,Zahed Plaza (2nd Floor),['01911-380423'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_168/OwnerPhoto_Prime Travel Services.png
"Mr. Md. Ataur Rahman, Proprietor",Link-Up Tours & Travels,linkup_bd@yahoo.com,"147, DIT Extension Road (2nd Floor), Fakirapool, Dhaka",['01711 243544'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_169/OwnerPhoto_Link-Up Tours & Travels.png
"Mr. Mohammed Ishaque, Proprietor",H. I. Enterprise,osmoripon@gmail.com,"116/117, G-Net Tower (8th Floor), DIT Extension Road, Fakirapool, Dhaka-1000.",['01819272703'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_170/OwnerPhoto_H. I. Enterprise.png
"Mr. F.H. Bhuiyan, Proprietor",Silk Route Tours & Travels,silkroute1966@gmail.com,"9/C Motijheel C/A, (Opp. WAPDA Building)",['01711524935'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_171/OwnerPhoto_Silk Route Tours & Travels.png
"Alhaj Mohammed Selim, Proprietor",Eastern Travels (Dhaka),eastern.overseas@yahoo.com,"H-79/F, New Airport Road (1st Floor)",['01711 520893'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_172/OwnerPhoto_Eastern travels 217.jpg
"Mr. Mostufa Ahmed, Prorietor",Royal Travels & Tours (Double),demo-f6309766-4706-4f9c-838b-eadff02cb5a2@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Nazir Hussain Chowdhury, Proprietor",Iqbal Overseas Services,iosbd@yahoo.com,"32,34, Huraira Mansion (1st Floor) Amborkhana, Airport Road, Sylhet",['01711984012'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174/OwnerPhoto_3723.jpg
"Mr. Md. Saddam Hossain, Managing Director",FlyStars Limited,flystarsbd@gmail.com,"Estern Arzoo Complex, Suite# 11/5, 61 Bijoynagar, Dhaka 1000",01788-995511, 01988-995511,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_175/OwnerPhoto_3929.jpg
"Mr. Mostafizur Rahman, Proprietor",Golden Arrow Travel & Tours,travelsgolden@yahoo.com,"House # 83, Road # 4, Block-B Banani, Dhaka-1213",['01711543308'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_176/OwnerPhoto_Golden Arrow Travel & Tours.png
"Mr. Nazmul Hossain, Proprietor",Madinar Tari,madinartari@gmail.com,"56, Purana Paltan (4th Fl), Shakhcenter",['01672673913'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_177/OwnerPhoto_4049.jpg
"Mr. Md. Baset Sarker, Proprietor",SBN TRAVEL & TOURS,sbntrvls@gmail.com,"53 Modern Mansion, 9th Floor,",['01787662513'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_178/OwnerPhoto_sbn travels243.jpg
"Mr. Ahsanul Haque, Managing Partner",Desh-O-Bidesh,deshobidesh@yahoo.com,"Kader Tropical Heighta (2 nd Floor, E-39), 10, Hatkhola Road, Tikatuly, Dhaka - 1203",01819493919, 01537017025,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_179/OwnerPhoto_Desh-O-Bidesh.png
"Mr. Md. Younous Munna, Managing Director",Aviation Tours & Travels Ltd,dankedhaka@gmail.com,"56/1, Baitul View Tower, Level # 13, Purana Paltan, Motijheel, Dhaka.",['01619231884'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_180/OwnerPhoto_Aviation Tours & Travels Ltd..jpg
"AMIN RASHID KHAN, CHIEF EXECUTIVE OFFICER",ARK Travel care,khan.aminarashid@gmail.com,"50 / 10A, BOX CULVERT ROAD (3rd FLOOR ),",01970037751,01729696762,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Lutful Kabir,  Managing Director",Orion Travels Ltd.,oriontravels@yahoo.com,"GF-1, Hotel Purbani Annex, 1, Dilkusha C/A, Dhaka-1000.",['01711530330'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_182/OwnerPhoto_Orion travelsOwnerPhoto_IMG_20190403_0002.jpg
"Mr. Mohd. Lokman, Proprietor",Al-Abdullah Air Services,pelikanair@yahoo.com,"70, Naya Paltan (1st Floor)",['01711 037315'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_183/OwnerPhoto_Al-Abdullah Air Services.png
"Mr. Fazal Kabir,  Managing Partner",Rahat Travels & Tours,rahattravelsctg@gmail.com,"Progressive Tower (1st Floor), 1837, SK, Mujib Road, Agrabad, Chittagong",['01199-762461'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_185/OwnerPhoto_Rahat Travels & Tours.png
"Mr. Shambhu Nath Das,  Managing Director",Independent Travels Limited,itlimited@hotmail.com,"Shapla Bhaban (4th Floor, Room # 509) 49",['01711632785'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Md. Abdul Jabbar,  Proprietor",Jatrik Travels,jatriktravels@hotmail.com,"North Dhupadigirpar, Jail Road, Sylhet",['01711 332617'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_187/OwnerPhoto_jatrik travels 201.jpg
"Mr. Mohammed Shah Alam,  Proprietor",Gulf Travels,gulftrv@gmail.com,Faruk Mahal Avenue 93,01819319638, 01711815306,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_188/OwnerPhoto_owner.jpg
"Mr. Md. Quamruzzaman,  Proprietor",Himalaya Express,himalaya_express@yahoo.com,"Rahamania International Complex, (15th Floor), Room No-11, Lift-14, 28/1/c Toyenbee Circular Road, Motijheel Dhaka-1000.",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_189/OwnerPhoto_Himalaya Express.jpg
"Mr. Abdul Bashar , Proprietor",Shah Abdul Malek International & Hajj Group,samintl14@gmail.com,"Siddique Shopping Complex (1st Floor), 11/20, Shop # 4/A, Jubilee Road, Chittagong.",01758118145, 01973954787,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_190/OwnerPhoto_Shah Abdul Malek International & Hajj Group.jpg
"Mr. Hafej Ahmad, Proprietor",M. RAHMAN TRAVELS & TOURS,m.rahman971@gmail.com,"51/66 No. Jalsha Market 2nd Floor, Jubilee Road, Riajuddin Bazar, Kotowali,",['01819338796'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_191/OwnerPhoto_2178.jpg
